
     Value-Weight Dollar Returns      All 4 Data Items Not Reqd
                -- BE/ME --   --- E/P ---   --- CE/P --   ------  Yld  -----
          Mkt   High    Low   High    Low   High    Low   High    Low   Zero
199902  -2.61  -0.96  -3.33  -1.39  -3.14   1.05  -3.18  -1.30  -3.69  -5.01
199903   4.38   8.48   2.69   5.85   3.43   6.71   1.50   7.36   2.54   3.62
199904   4.72  10.14   2.18   8.01   3.40  10.98   1.87   9.22   2.33   5.42
199905  -4.47  -5.44  -4.07  -3.50  -4.06  -4.32  -2.00  -4.42  -4.36  -1.78
199906   3.78   6.67   3.52   4.18   3.96   6.45   3.63   3.30   4.07   7.12
199907   3.23   5.26   2.92   4.81   2.57   7.31   2.99   5.85   2.44   4.55
199908   1.17   2.85   0.50   0.68   0.45  -0.72   1.73   1.25   0.52   0.53
199909   1.14   1.39   1.90  -0.61   2.05   0.89   2.05  -0.26   2.24   3.42
199910   4.06   0.42   4.75  -0.51   5.72   0.95   3.70  -0.39   5.90   2.62
199911   4.71  -2.08   6.13   0.08   8.46   2.03   8.38  -2.15   6.43   6.83
199912   9.49   4.80  10.35   9.96   8.77   8.05  10.34   2.95  11.37   6.59
200001  -6.32  -6.21  -6.67  -5.51  -6.76  -4.81  -5.45  -7.11  -6.00  -0.23
200002   2.97  -7.40   5.67  -1.17   6.68  -3.50   8.56  -4.33   5.94   5.13
200003   3.80   8.89   2.77   5.48   1.45   6.74   0.23   6.15   2.64  -2.41
200004  -5.31  -2.12  -6.20  -2.34  -6.41  -2.38  -6.75  -1.91  -6.53  -6.49
200005  -3.15   2.87  -5.47   1.25  -6.50   1.02  -6.87   3.01  -6.00  -6.14
200006   4.32   6.51   3.97   5.63   3.79   5.39   3.43   6.38   4.23   7.70
200007  -3.79  -3.22  -4.62  -1.56  -3.70  -2.54  -4.55  -2.66  -4.43  -6.71
200008   1.66   1.26   1.68  -0.93   1.94  -0.65   2.02   1.05   1.84   3.05
200009  -4.78  -2.34  -6.13  -1.46  -5.64  -1.82  -6.83  -1.86  -6.51  -6.45
200010  -3.02  -0.67  -4.29  -0.81  -4.89  -0.64  -5.31   0.66  -4.93  -3.61
200011  -3.22   3.02  -4.62   1.01  -4.84   2.69  -6.18   2.72  -5.79 -12.11
200012   3.07   5.03   1.39   5.91   0.57   5.46   0.21   6.52   1.24   4.39
200101   0.53   2.79   0.05   2.75  -0.05   2.77   0.24   2.80  -0.82   7.88
200102  -7.84  -3.35  -9.28  -2.87 -10.58  -2.16 -11.09  -2.54 -10.04 -13.89
200103  -7.17  -7.40  -8.05  -5.69  -8.46  -7.28  -8.50  -6.38  -8.56 -14.16
200104   7.38   8.42   8.40   6.63   8.30   7.37   8.67   7.16   6.85  12.51
200105  -3.14  -3.29  -3.52  -0.81  -4.87  -1.08  -4.14  -1.72  -3.57  -6.46
200106  -3.92  -4.02  -4.49  -1.28  -4.73  -4.34  -5.70  -1.24  -4.73 -10.07
200107  -2.14  -1.23  -2.69  -1.05  -2.59  -0.49  -2.61  -0.22  -2.47  -5.33
200108  -2.62  -0.98  -4.31   0.61  -4.50  -0.84  -6.07   1.02  -4.68  -6.39
200109 -10.01 -12.93  -8.39 -13.66  -8.07 -14.17  -6.57 -10.67  -9.37 -20.41
200110   2.83   3.50   3.05   3.59   2.83   4.12   3.46   2.20   3.27  16.45
200111   3.79   5.43   4.21   4.95   3.87   5.92   5.64   3.28   5.31   7.22
200112   0.31  -0.55   0.00   1.46  -0.32   0.87  -0.46   0.19  -0.06  -3.28
200201  -4.67  -5.82  -4.49  -2.07  -6.57  -3.66  -6.39  -2.27  -5.80  -6.40
200202   0.69  -0.36   1.62   1.96  -0.07   2.37   0.32   1.03   0.09  -1.34
200203   5.68   5.95   4.83   8.14   5.23   7.23   4.33   6.66   4.89   7.68
200204   0.70  -0.47   0.34   2.97  -0.86   1.00  -1.62   3.03  -0.33  -5.07
200205   1.62   3.61   0.09   2.40  -0.10   3.33  -0.88   3.41   0.09   0.86
200206  -4.15  -5.68  -2.90  -4.41  -4.37  -4.66  -4.31  -3.87  -3.89 -10.36
200207  -9.05  -8.25  -9.43  -9.44  -9.49  -7.72  -8.77  -8.77  -9.62  -9.45
200208  -0.30  -0.73  -1.11   0.30  -1.11  -0.98  -1.08   0.31  -1.46  -1.42
200209 -10.42 -11.22  -8.21 -10.60  -9.74 -11.37  -8.76 -11.15 -10.77 -14.69
200210   5.35   4.57   5.06   2.59   7.42   3.96   7.32   3.76   8.23   7.17
200211   4.69   7.07   2.98   5.76   5.06   7.06   4.52   4.83   5.84  10.86
200212  -2.93  -2.58  -2.80  -1.40  -4.38  -1.93  -3.47  -1.75  -3.77  -6.05
200301  -3.37  -0.34  -3.89  -2.71  -4.20   0.08  -3.29  -2.06  -4.48   0.72
200302  -1.98  -2.56  -2.09  -2.58  -1.74  -5.92  -2.21  -4.07  -2.32  -1.66
200303  -1.83  -2.89  -0.82  -3.65  -1.11  -2.83  -0.90  -3.01  -1.84  -2.63
200304   9.48  11.97   8.18  13.34   8.75  12.20   8.82  14.48   9.11  10.82
200305   6.57  10.98   6.44   6.72   5.86   8.97   6.62   8.09   6.96  10.40
200306   2.40   2.94   1.47   3.37   1.70   3.97   0.52   1.49   1.66   5.24
200307   2.35   4.57   0.56   3.96   0.81   3.09   0.79   4.79   2.14   5.07
200308   2.61   4.64   2.48   2.46   3.37   5.03   3.24   1.51   2.35   4.86
200309   3.43   7.30   3.71   3.25   3.87   2.30   3.60   3.98   3.27   5.47
200310   6.38   8.71   4.83   7.31   6.47   6.55   4.84   8.70   5.50   9.54
200311   2.17   2.23   2.37   1.79   1.73   1.00   2.65   1.60   2.18   1.32
200312   7.51   8.07   7.21   7.05   7.40   7.19   6.33   7.69   6.94   6.31
200401   1.71   3.30   1.60   0.98   1.72   2.22   1.78   2.84   1.25   7.27
200402   2.40   3.36   2.13   3.60   2.42   3.50   1.81   2.90   1.70   3.27
200403   0.58   0.81   0.12   1.10   0.47   1.21   0.06   0.50   0.21   2.18
200404  -2.60  -1.88  -2.81  -2.05  -3.10  -2.31  -2.93  -2.96  -3.23  -4.28
200405   0.33   0.18   0.18   0.23   0.50   0.44   0.56   1.30   0.36  -1.86
200406   2.16   3.14   1.85   2.80   1.52   3.96   1.29   2.84   1.35   2.95
200407  -2.92  -2.64  -3.50  -1.80  -3.41  -1.88  -4.18  -1.38  -3.57  -7.43
200408   0.22   0.86   0.04   0.34  -0.80  -0.51  -0.35   0.58  -0.03  -1.62
200409   2.83   3.17   2.22   3.04   2.93   2.23   2.46   2.62   2.90   2.56
200410   3.69   3.66   3.26   3.44   2.74   4.30   2.70   4.26   3.42   5.73
200411   6.73   8.01   6.30   5.84   7.45   6.54   6.38   6.64   7.83   9.08
200412   4.45   5.16   4.01   5.78   3.61   4.41   4.55   4.67   3.81   5.32
200501  -1.56  -0.87  -1.82  -1.49  -1.51  -0.16  -2.06  -0.96  -2.07   1.31
200502   4.14   4.08   3.86   4.65   4.06   4.34   3.73   3.97   4.94   2.05
200503  -2.27  -1.64  -2.41  -2.38  -2.05  -2.19  -2.19  -2.27  -2.13  -3.17
200504  -2.68  -3.65  -1.72  -3.25  -1.98  -3.77  -1.35  -2.28  -3.51  -5.12
200505  -0.28  -0.16  -0.30  -0.43   0.11   0.12  -0.03  -0.49   0.09   0.74
200506   2.09   1.49   2.01   3.09   1.58   2.48   1.83   2.47   2.07   1.94
200507   3.34   4.17   2.41   3.40   3.69   3.24   2.70   3.32   3.92   3.16
200508   3.23   3.44   3.64   2.94   3.04   3.43   3.15   1.88   4.38   5.82
200509   3.79   3.25   3.40   4.06   2.80   3.35   3.53   3.43   3.46   3.95
200510  -2.73  -1.43  -3.19  -3.18  -2.67  -4.04  -2.82  -2.62  -3.12   0.27
200511   2.32   1.35   2.15   2.89   2.69   1.77   2.20   2.08   1.86   4.15
200512   5.10   4.41   5.60   4.36   5.67   5.16   5.74   4.22   6.20   6.50
200601   6.21   5.28   5.91   6.67   6.60   6.25   5.69   5.57   7.43   7.25
200602  -0.21   1.58  -1.43  -0.30  -1.02  -1.45  -1.27   0.68  -1.36  -1.93
200603   3.17   3.39   3.92   2.45   3.65   3.60   3.86   1.99   4.60   5.41
200604   4.77   4.71   4.64   5.72   4.39   5.62   4.11   5.21   4.40   4.45
200605  -4.34  -4.13  -4.07  -4.06  -5.19  -3.99  -4.73  -3.37  -5.24  -6.21
200606  -0.04  -0.81   0.59  -0.63   0.72  -0.61   0.48  -0.33   0.50  -2.11
200607   1.06   1.49   0.40   1.79   0.36   1.55  -0.04   1.72   0.06  -1.42
200608   2.72   2.78   2.66   2.56   3.30   1.66   3.32   3.05   2.59   4.41
200609   0.15   1.47  -0.54   0.69  -0.13   0.82  -0.29   0.84  -0.73  -0.31
200610   4.10   5.16   3.87   4.58   3.65   5.49   3.12   4.61   3.89   3.47
200611   2.94   3.37   2.91   2.77   3.07   3.26   3.69   3.02   3.10   6.01
200612   3.11   3.92   2.21   3.97   2.56   3.48   2.36   3.83   2.01   2.48
200701   0.74   1.59   0.52   0.76   0.83   0.83   0.34   0.76   0.30   0.55
200702   0.87   0.75   1.22   0.66   1.22   1.77   0.54   0.95   1.30   1.16
200703   2.83   2.13   2.93   2.32   3.69   3.88   3.38   2.66   3.77   2.42
200704   4.23   3.98   4.01   4.16   4.43   4.00   3.97   4.42   3.78   3.76
200705   2.30   2.69   2.00   3.40   1.31   3.59   1.29   1.74   3.57   1.06
200706   0.31   0.39   1.05   0.57   0.19   2.43  -0.70  -0.22   1.66  -0.53
200707  -1.55  -2.46  -0.59  -1.52  -0.51  -1.47  -0.52  -2.06  -0.39  -0.55
200708  -1.49  -1.66  -0.65  -2.78  -0.77  -1.18  -0.48  -1.18  -2.40  -4.30
200709   5.69   4.66   6.46   6.26   5.53   7.15   6.34   5.21   7.25   6.92
200710   4.46   4.05   4.47   3.87   5.54   4.88   4.71   3.88   5.17   8.08
200711  -4.17  -6.36  -2.91  -5.27  -5.47  -4.76  -4.17  -4.36  -4.35  -7.81
200712  -2.03  -1.48  -2.15  -1.89  -2.16  -1.40  -1.71  -1.97  -2.36  -3.68
200801  -8.67  -8.01  -9.72  -8.67  -8.53  -8.49  -8.81  -7.76  -8.54  -9.74
200802   2.25   0.49   3.31   1.84   3.27   1.84   2.80   1.31   4.91   4.83
200803  -1.39  -0.37  -2.38  -1.18  -1.75  -1.00  -1.43  -0.23  -1.48  -2.45
200804   5.33   4.40   5.76   6.99   3.86   5.90   4.19   4.89   5.33   4.21
200805   1.90  -0.23   3.02   0.90   2.43   0.87   2.42   0.36   2.72   3.79
200806  -7.77  -9.46  -6.61  -9.56  -6.57  -8.53  -6.67  -8.45  -6.40  -7.15
200807  -3.84  -2.32  -4.60  -4.13  -3.29  -3.66  -3.77  -1.76  -5.59  -6.99
200808  -4.43  -3.75  -4.63  -4.31  -5.09  -3.67  -5.25  -3.14  -5.04  -6.08
200809 -14.18 -12.70 -16.51 -14.88 -15.44 -13.07 -15.01 -12.68 -16.28 -18.92
200810 -20.98 -23.44 -21.79 -22.70 -21.73 -19.84 -23.33 -21.06 -21.09 -27.68
200811  -5.40  -4.97  -3.57  -6.09  -4.44  -6.30  -3.62  -6.18  -5.74  -5.26
200812   6.65   6.45   7.51   6.06   7.27   4.96   8.68   5.66   6.44   8.20
200901  -9.12 -10.52  -8.49 -10.23  -7.67 -10.39  -8.03 -11.18  -8.33  -4.57
200902  -9.97 -12.11 -10.12 -11.67  -9.47  -9.92  -8.84 -11.15  -9.84  -8.98
200903   6.13   9.27   4.77   9.96   3.11   8.86   3.87   8.37   5.19   7.17
200904  12.49  22.85   6.84  21.77   6.11  19.47   6.36  21.09   8.38  15.03
200905  13.70  15.74  12.18  16.69  11.31  15.46  12.61  15.38  13.49  16.07
200906  -0.72  -0.25  -0.09  -1.45  -0.01  -1.29  -0.70  -0.56  -0.94   0.59
200907   9.20  11.60   6.99  11.77   6.62  11.53   6.77  12.18   7.69   5.32
200908   4.19   7.63   1.84   6.65   1.66   6.17   2.55   6.97   2.03   5.20
200909   4.71   5.01   4.63   5.13   4.50   5.09   4.66   4.68   5.08   4.58
200910  -1.77  -3.21  -1.72  -2.50  -2.07  -1.82  -1.37  -2.53  -1.76  -3.13
200911   2.31   1.19   2.74   1.67   2.52   2.03   3.05   1.71   3.63  -0.35
200912   1.28   1.41   1.25   1.59   0.14   1.81   0.44   1.55   0.20   0.52
201001  -4.00  -3.39  -4.03  -3.77  -3.73  -3.91  -3.24  -3.26  -4.36  -2.90
201002  -0.24  -0.11   0.25  -0.39  -0.18  -0.46  -0.06   0.25  -0.16  -1.35
201003   6.35   7.35   5.78   6.39   6.04   6.81   5.90   5.17   7.38   8.42
201004  -0.60   0.01  -1.16  -0.08  -0.73  -0.62  -0.16  -0.32  -1.39   1.43
201005 -10.73 -11.21 -10.05 -11.07 -10.24 -10.66  -9.91 -10.37 -10.26 -13.13
201006  -1.27  -1.37  -0.61  -2.49  -0.61  -1.57   0.35  -1.03  -0.88  -3.40
201007   9.32  10.68   8.48   9.72   8.59   9.91   8.17   9.13   9.71  11.35
201008  -3.17  -3.96  -2.41  -3.17  -2.81  -2.92  -2.89  -2.07  -3.00  -4.21
201009  10.03  10.17  10.33   9.64  10.18  10.21  10.20   8.52  10.48  12.62
201010   3.98   3.96   4.07   4.24   4.09   4.25   3.54   4.30   3.57   4.75
201011  -4.35  -5.55  -3.07  -4.61  -3.45  -4.21  -3.77  -5.04  -3.77  -3.69
201012   8.28   9.22   7.46   9.30   7.39   8.66   8.16   7.81   8.62   9.87
201101   2.05   4.72   0.14   3.75   0.34   3.70   0.48   3.15   0.44   2.73
201102   3.43   3.48   3.41   3.42   3.21   3.07   2.90   3.39   3.28   4.04
201103  -1.50  -2.79  -0.25  -1.81  -1.10  -2.34  -0.72  -1.50  -0.76  -2.37
201104   5.64   4.77   6.36   5.28   6.44   5.23   6.34   5.31   5.92   5.29
201105  -2.73  -3.70  -1.97  -2.62  -3.22  -2.80  -2.69  -2.38  -2.84  -4.13
201106  -1.41  -1.63  -1.41  -1.53  -1.34  -1.40  -1.57  -1.16  -0.98  -3.16
201107  -1.18  -2.62   0.28  -1.61  -0.30  -1.31  -0.23  -1.02  -0.55  -1.68
201108  -8.54 -10.23  -6.62  -7.88  -9.16  -8.47  -8.11  -6.40  -9.75 -11.39
201109 -10.31  -9.97 -11.05  -8.34 -12.46  -8.67 -12.41  -7.38 -13.10 -13.93
201110   8.72   8.21   8.93   7.19  10.84   8.09   9.92   6.94  11.02   8.55
201111  -4.59  -5.79  -3.53  -4.68  -4.58  -4.49  -4.92  -3.96  -4.43  -6.97
201112  -1.30  -1.22  -2.28  -0.29  -3.10  -0.61  -3.20   0.14  -3.26  -2.80
201201   6.09   8.91   4.58   9.08   5.12   7.37   5.51   4.97   7.29  10.62
201202   5.42   6.34   5.19   5.34   5.12   4.62   5.52   4.83   4.94   5.92
201203  -0.34  -1.25   0.56  -0.95   0.43  -1.56   0.39   0.36  -0.54  -0.72
201204  -1.42  -3.73   0.11  -2.35  -0.17  -2.64  -0.30  -1.87  -0.15  -3.25
201205 -11.23 -13.17 -10.10 -12.84 -10.00 -12.32  -9.98 -10.76 -11.33 -15.09
201206   5.73   7.01   4.80   6.46   5.14   6.19   5.00   7.56   4.52   4.32
201207   0.91  -0.36   1.33   0.34   1.29  -0.03   1.69   0.49   1.31  -1.07
201208   2.88   3.48   2.68   3.09   2.74   2.85   2.73   3.18   3.21   3.02
201209   3.43   4.76   2.79   4.75   3.43   3.74   3.73   3.35   3.23   5.61
201210   0.85   1.65   0.34   1.99   0.08   1.37   0.19   0.67   0.73   1.48
201211   1.80   1.90   2.17   2.34   1.71   1.59   1.84   1.20   2.04   0.83
201212   3.24   4.95   2.10   4.43   2.02   4.33   1.69   3.10   2.73   5.16
201301   5.21   6.27   4.56   5.77   4.38   5.34   4.39   5.43   4.05   8.10
201302  -0.88  -2.75   0.30  -2.31   0.45  -2.58  -0.14  -1.31  -0.04  -2.81
201303   0.87  -0.90   2.56  -0.19   2.28  -0.43   2.71   1.45   1.02  -1.03
201304   4.40   5.06   3.99   4.96   3.75   4.44   3.64   5.60   3.20   6.11
201305  -1.61  -0.60  -1.79  -1.38  -1.73  -0.84  -2.08  -2.49  -0.74   2.60
201306  -3.75  -4.73  -3.35  -3.99  -3.46  -4.12  -3.31  -2.75  -4.27  -6.92
201307   5.43   6.60   4.56   6.36   4.97   6.47   4.82   5.06   5.79   6.59
201308  -1.14  -0.77  -1.05  -1.06  -0.87  -0.52  -1.26  -1.13  -1.14   0.87
201309   7.10   7.49   6.90   7.13   6.80   7.44   6.72   7.57   6.56  10.10
201310   3.23   3.79   2.25   3.55   2.54   3.31   2.28   3.75   2.53   2.22
201311   0.61   0.34   0.63   0.43   0.59   0.42   0.34   0.56   0.45   0.66
201312   1.66   1.81   1.94   1.69   2.29   1.99   1.88   1.58   2.00   2.16
201401  -3.11  -1.96  -3.61  -3.28  -3.01  -2.89  -2.78  -2.99  -4.15   0.76
201402   5.34   5.26   5.45   5.14   4.73   5.33   4.78   5.77   5.12   5.40
201403  -0.25  -0.30  -0.91   0.53  -1.32   0.29  -1.64   0.15  -0.69  -2.88
201404   1.14   1.72  -0.16   2.37   0.49   2.29  -0.17   2.13   0.51  -1.58
201405   1.47   1.01   1.85   1.38   1.38   1.34   1.33   1.93   1.20   1.56
201406   1.50   1.27   1.42   1.84   1.47   1.94   1.55   2.00   1.89   1.46
201407  -1.84  -1.74  -2.18  -1.64  -1.88  -2.05  -1.33  -1.88  -2.14  -2.64
201408  -0.21  -0.21  -0.14  -0.21  -0.04  -0.68   0.15  -0.10   0.09  -0.28
201409  -4.05  -4.68  -3.60  -4.73  -4.31  -4.93  -4.04  -4.11  -4.52  -4.65
201410  -1.65  -2.74  -0.36  -2.00  -1.23  -2.50  -0.96  -1.39  -1.29  -3.84
201411   0.84   0.40   1.33  -0.15   1.03   0.00   1.62   0.37   1.49   0.67
201412  -2.83  -2.95  -2.70  -3.31  -2.35  -2.90  -2.33  -3.14  -2.27  -3.38
201501  -0.18  -1.61   1.18  -1.54   0.45  -0.54   0.77  -0.39   0.33  -1.22
201502   5.54   6.93   4.71   6.25   5.34   5.62   5.30   5.15   5.57   6.25
201503  -1.21  -1.93  -0.31  -1.71  -0.45  -1.90  -0.33  -1.84  -1.15  -1.48
201504   4.87   6.65   4.10   5.39   4.22   6.08   3.76   5.20   4.67   6.38
201505  -0.48  -0.46  -0.06  -0.93  -0.69  -1.08   0.28  -1.71   0.57   1.76
201506  -2.56  -2.65  -2.63  -2.74  -2.62  -2.65  -2.31  -2.62  -2.30  -2.32
201507   0.87  -0.78   2.10  -0.30   1.85  -0.36   2.04   0.75   1.73  -0.27
201508  -6.27  -6.41  -6.15  -6.54  -5.92  -6.51  -6.03  -6.18  -6.02  -5.82
201509  -4.57  -6.27  -3.70  -5.37  -3.63  -5.82  -3.41  -5.04  -3.32  -5.51
201510   6.84   6.94   7.01   7.43   5.88   7.96   5.97   7.16   7.64   3.49
201511  -1.30  -2.18  -0.26  -1.70  -1.37  -1.88  -0.69  -1.65  -0.71  -2.49
201512  -1.19  -1.38  -0.84  -1.81  -1.01  -1.97  -0.53  -1.51  -0.79  -0.09
201601  -6.76  -9.14  -5.37  -8.13  -6.51  -7.70  -5.74  -6.33  -6.49 -10.65
201602  -1.01  -1.00  -0.32  -2.01  -0.18  -1.21  -0.27  -1.08   0.52  -1.71
201603   7.08   7.72   6.27   7.76   5.80   7.66   6.47   7.75   6.61   8.17
201604   3.25   6.02   1.63   4.21   2.39   4.72   1.75   4.23   2.50   4.03
201605  -0.98  -2.83   0.15  -1.95   0.24  -2.28   0.36  -2.02   0.00  -1.80
201606  -3.24  -4.76  -1.86  -5.01  -3.24  -3.78  -2.13  -3.22  -2.86  -6.29
201607   5.09   5.70   4.13   6.25   5.44   5.51   4.80   4.79   5.37   4.81
201608   0.07   1.59  -1.59   2.44  -0.67   1.82  -1.11   1.60  -0.80   0.93
201609   1.53   1.23   2.00   0.89   1.90   1.43   1.79   1.32   2.02   1.99
201610  -1.77   1.28  -3.76   0.63  -3.16   0.26  -4.06  -0.09  -3.55  -1.82
201611  -2.23  -0.43  -3.61  -0.76  -3.35  -1.24  -3.91  -1.06  -3.32  -1.56
201612   2.81   3.50   1.69   3.79   1.77   3.78   1.56   3.37   1.73   1.93
201701   3.55   3.79   3.36   3.16   3.75   3.14   3.66   2.25   4.74   5.19
201702   0.88  -0.04   1.40   0.45   1.12   0.34   1.38   0.44   0.82   0.44
201703   3.00   2.63   3.76   3.01   3.53   2.84   3.28   2.78   3.01   2.94
201704   2.76   2.15   3.20   2.94   3.23   2.44   3.34   1.85   3.62   0.92
201705   3.54   2.16   4.89   2.91   4.54   3.41   4.51   3.39   4.23   3.04
201706   0.36   1.54  -0.63   1.60  -0.37   0.84  -0.14   0.74  -0.04   0.68
201707   3.25   4.40   2.10   4.03   3.17   3.93   2.98   3.59   3.01   4.47
201708   0.26  -0.06   0.61  -0.05   0.65   0.04   0.51  -0.35   1.01   0.59
201709   2.19   2.86   1.77   2.77   2.39   2.59   1.66   2.69   1.32   1.49
201710   1.48   1.05   1.51   1.00   2.29   1.33   1.83   0.65   2.48   1.51
201711   0.87   0.78   0.94   0.61   1.21   0.44   1.26   1.14   1.18  -0.94
201712   1.90   2.76   1.52   1.98   1.68   1.85   1.97   1.65   2.10   3.21
201801   4.78   5.23   4.93   5.07   5.12   4.41   5.26   4.13   5.23   6.97
201802  -4.22  -4.44  -3.99  -3.82  -3.55  -4.14  -3.47  -4.24  -3.82  -2.95
201803  -1.10  -1.84  -0.33  -1.63  -0.44  -1.26  -0.17  -1.41  -0.54  -3.05
201804   1.79   2.73   0.52   1.82   1.87   2.91   1.35   2.17   1.26  -0.35
201805  -1.50  -3.64   0.84  -3.85   1.09  -2.73   1.05  -3.36   0.79  -0.24
201806  -1.37  -2.14  -0.99  -1.84  -1.00  -1.64  -1.10  -1.11  -1.21  -2.36
201807   1.89   2.44   1.85   2.83   0.54   2.54   1.01   2.95   1.06   0.45
201808  -1.78  -2.93   0.19  -2.16  -0.62  -2.59   0.03  -2.80  -0.52  -1.81
201809   0.80   1.71  -0.68   1.07  -0.62   1.83  -0.63   1.40  -0.10  -0.88
201810  -8.36  -7.53  -9.53  -7.26  -9.59  -7.35  -9.88  -6.28  -9.97 -10.97
201811   0.11  -0.69   0.81   0.10   0.09  -0.13   0.57   0.47  -0.53  -0.55
201812  -5.03  -5.17  -5.44  -5.24  -5.37  -4.33  -5.25  -4.70  -4.99  -7.26
201901   6.71   7.45   6.37   8.10   5.98   7.55   5.56   6.69   6.43   7.29
201902   2.46   1.59   3.56   1.91   3.57   1.62   3.83   1.80   3.11   2.39
201903   0.59  -0.88   2.04  -0.92   2.11  -0.59   2.29  -0.57   1.40  -0.34
201904   2.93   3.25   3.25   3.62   2.79   3.30   3.10   3.31   3.22   2.91
201905  -4.46  -6.09  -2.69  -6.43  -2.85  -6.32  -2.74  -5.18  -3.69  -3.95
201906   5.10   4.53   5.45   5.06   5.14   5.28   5.31   4.87   5.17   3.07
201907  -1.39  -2.36  -0.62  -2.15  -0.68  -2.27  -0.55  -2.03  -1.00   0.27
201908  -2.29  -4.23  -1.06  -3.43  -0.96  -3.26  -0.69  -2.98  -2.01  -2.70
201909   2.61   4.85   0.67   4.54   0.98   3.87   0.99   4.58   1.24  -0.83
201910   3.44   3.60   4.00   4.37   3.64   3.71   3.54   3.77   3.75   2.49
201911   1.44   0.98   2.19   1.32   1.98   1.42   1.97   0.66   2.45   2.23
201912   3.44   4.10   3.05   4.00   3.25   3.70   3.03   3.56   3.20   4.19
202001  -2.09  -4.51  -0.75  -3.88  -1.08  -4.35  -1.32  -3.16  -1.30  -1.85
202002  -8.63  -9.26  -8.35  -8.89  -8.26  -8.88  -7.97  -9.33  -7.84  -7.29
202003 -14.07 -20.67  -8.74 -18.12 -11.15 -18.58 -10.14 -18.72 -11.41 -15.45
202004   7.16   5.89   9.01   5.20   8.72   5.76   8.66   5.19   8.78  15.11
202005   4.96   3.15   7.21   3.19   7.33   3.31   7.60   2.84   6.74  11.23
202006   3.29   3.52   3.06   3.83   2.68   3.83   2.67   3.47   3.19   5.57
202007   2.51  -0.07   4.08   0.02   4.18   0.83   4.31   0.52   4.58   5.82
202008   5.81   7.16   5.20   7.12   5.87   6.71   5.66   6.50   5.84   6.52
202009  -2.11  -4.60  -0.33  -4.15  -0.81  -4.08  -0.61  -4.52  -0.57  -0.10
202010  -3.31  -2.65  -3.79  -2.66  -4.08  -2.31  -4.05  -2.80  -3.12  -1.67
202011  14.55  19.23  12.01  18.81  12.36  18.41  11.90  17.98  12.94  12.82
202012   5.11   4.96   4.61   5.66   5.16   5.92   4.76   5.05   5.45   6.29
202101  -0.87  -0.44  -0.89  -1.30  -1.18  -0.58  -1.07  -0.55  -1.65   2.02
202102   2.54   7.24   0.39   6.36  -0.08   6.26  -0.60   5.43   1.46   0.99
202103   2.59   4.51  -0.20   5.16   0.94   4.99   0.55   3.93   1.30  -2.98
202104   3.59   2.20   4.91   2.51   5.17   2.14   5.00   2.44   5.22   5.02
202105   3.36   4.48   2.49   5.13   3.15   4.75   2.44   4.09   3.11  -1.30
202106  -1.09  -2.79   0.63  -2.52  -0.08  -2.21   0.02  -2.14  -0.78   1.24
202107   0.79  -0.22   1.94   0.24   1.92  -0.30   2.17   0.32   1.83  -0.99
202108   1.62   1.53   2.76   0.64   2.98   0.84   3.29   0.84   2.26   4.03
202109  -2.92  -0.35  -4.54  -1.02  -3.87  -0.40  -4.51  -1.14  -3.81  -4.92
202110   2.69   2.58   3.16   3.01   3.31   2.54   3.13   2.16   3.83   0.45
202111  -4.03  -5.92  -2.42  -5.42  -2.64  -5.13  -3.05  -4.57  -3.14  -3.92
202112   3.95   5.32   1.32   5.20   3.35   4.92   2.63   5.18   3.09  -2.50
202201  -5.10   1.01 -12.50   0.89 -11.89   0.80 -12.13   1.86 -10.17 -14.43
202202  -2.05  -1.50  -3.25  -2.27  -3.38  -1.08  -3.09  -1.50  -2.74  -3.98
202203   0.60   0.36   0.63   0.52   1.03   0.53   0.93   0.57   1.22   0.21
202204  -6.54  -5.63  -9.21  -5.57  -8.90  -4.72  -8.91  -4.12  -8.62 -10.86
202205   0.93   2.97  -1.05   2.56  -0.64   2.98  -0.69   3.15  -0.25  -0.88
202206  -9.22 -10.16  -9.26  -8.80  -9.52  -9.34  -9.23  -9.30  -9.28 -12.48
202207   5.29   2.79   9.42   1.45   8.94   1.92   9.10   2.18   8.91   6.88
202208  -4.75  -2.92  -6.38  -4.24  -5.74  -3.70  -5.82  -3.70  -6.08  -3.74
202209  -9.70  -9.40 -10.80  -9.32 -11.11  -9.63 -10.53  -9.08 -11.19 -12.68
202210   4.87   5.84   4.10   4.74   4.32   5.22   4.61   5.66   4.05   4.90
202211  11.75  11.52  12.85  11.84  12.92  11.32  12.30  11.17  12.99  11.20
202212  -0.75   1.22  -2.45   1.57  -2.77   1.25  -2.14   1.16  -1.89  -3.50
202301   7.65   9.21   7.46   9.09   7.38   7.94   7.37   7.31   7.50  10.14
202302  -2.65  -1.02  -3.59  -1.82  -3.32  -1.61  -3.25  -1.84  -2.80  -3.31
202303   2.38  -2.35   5.46  -0.23   4.87   0.64   5.08   0.52   4.14   1.15
202304   2.52   3.29   1.96   2.10   2.33   2.45   2.38   3.03   1.69   0.44
202305  -4.03  -4.10  -2.82  -4.12  -3.24  -5.25  -2.76  -4.94  -3.08  -2.84
202306   4.27   5.33   2.96   6.24   2.77   5.85   2.77   4.90   3.01   4.87
202307   3.10   4.93   2.17   4.88   1.60   4.44   1.34   4.25   2.15   4.10
