
     Value-Weight Dollar Returns      All 4 Data Items Not Reqd
                -- BE/ME --   --- E/P ---   --- CE/P --   ------  Yld  -----
          Mkt   High    Low   High    Low   High    Low   High    Low   Zero
202007  -1.24  -3.84   0.24  -3.33   0.42  -2.69   0.45  -3.25   0.87   0.69
202008   4.45   5.96   3.93   5.78   4.59   5.46   4.38   5.22   4.54   5.71
202009  -0.59  -3.26   1.14  -2.85   0.82  -2.67   1.13  -3.29   1.26   1.67
202010  -3.30  -2.48  -3.79  -2.39  -3.97  -2.23  -4.03  -2.76  -3.12  -1.76
202011  12.50  17.14  10.11  16.86  10.38  16.33  10.36  16.12  11.30  10.55
202012   2.81   2.79   2.28   3.51   2.98   3.86   2.79   2.81   3.21   4.09
202101  -0.40   0.14  -0.54  -0.52  -0.37   0.00  -0.82   0.19  -0.97   0.56
202102   2.75   7.66   0.17   6.92   0.20   6.90   0.08   5.70   1.18   1.62
202103   5.61   7.33   3.48   7.70   3.50   7.53   3.27   6.41   3.90   1.29
202104   1.52   0.13   2.46   0.47   3.13   0.11   2.98   0.30   3.12   2.04
202105   2.46   3.37   1.89   3.82   1.99   3.63   1.74   3.06   2.35  -1.17
202106   1.32  -0.34   2.83  -0.14   2.41   0.11   2.52   0.44   1.76   3.96
202107   0.56  -0.71   1.61  -0.29   1.51  -0.67   1.98  -0.08   1.77  -1.34
202108   2.15   2.06   3.30   1.08   3.63   1.44   3.76   1.52   2.98   3.57
202109  -1.39   1.22  -2.78   0.51  -2.46   1.23  -2.97   0.48  -2.48  -3.58
202110   2.51   2.33   3.00   2.71   2.94   2.25   2.99   1.91   3.61   0.84
202111  -2.33  -4.33  -0.82  -3.91  -0.95  -3.50  -1.10  -3.14  -1.16  -3.94
202112   4.17   4.95   2.54   4.96   3.07   4.70   2.72   5.17   2.74  -0.67
202201  -4.58   1.51 -11.57   1.90 -11.35   1.66 -11.94   1.61 -10.78 -14.79
202202  -2.51  -1.98  -3.84  -2.29  -3.42  -1.51  -3.67  -1.74  -3.26  -3.68
202203   2.22   1.76   2.62   2.15   2.62   2.42   2.81   2.13   2.66   2.50
202204  -1.90  -1.29  -4.24  -0.71  -4.39  -0.09  -4.76   0.39  -4.50  -6.18
202205  -0.61   1.33  -1.89   1.38  -1.95   1.51  -2.26   0.97  -1.94  -1.30
202206  -5.91  -6.79  -6.11  -5.97  -6.79  -6.39  -5.89  -5.58  -6.39  -9.35
202207   5.69   2.96   9.99   1.81   9.42   1.99  10.01   2.61   9.95   7.95
202208  -2.64  -0.82  -4.16  -1.74  -3.24  -1.44  -3.60  -1.69  -3.94  -2.38
202209  -6.39  -6.11  -7.71  -5.87  -7.87  -6.33  -7.18  -5.36  -8.08  -9.45
202210   4.47   5.05   4.13   4.70   4.42   5.11   4.27   4.75   3.98   4.95
202211   6.30   5.60   7.24   6.00   6.86   5.78   6.68   5.02   7.19   6.68
202212  -2.96  -0.96  -4.69  -0.58  -5.08  -0.81  -4.61  -1.03  -4.50  -5.70
202301   6.09   7.60   5.72   7.47   5.98   6.32   6.09   5.99   6.01   7.77
202302   0.46   2.27  -0.40   1.30  -0.19   1.57  -0.33   1.57   0.23   0.82
202303   0.48  -4.13   3.29  -2.21   2.77  -1.17   3.08  -2.11   2.38  -0.48
202304   2.18   2.88   1.60   1.86   1.95   2.09   1.82   2.59   1.16  -0.25
202305  -1.96  -1.96  -0.80  -2.37  -1.01  -2.99  -0.29  -2.72  -1.05   0.97
202306   3.66   4.80   2.47   5.81   2.05   5.17   2.23   4.19   2.31   4.58
202307   1.77   3.71   0.77   3.51   0.20   3.16   0.17   3.22   0.83   2.87
202308  -1.78  -1.04  -2.56  -1.60  -2.88  -0.63  -2.71  -1.15  -2.18  -5.27
202309  -1.42   0.80  -4.12   0.56  -3.83   1.10  -3.98   0.63  -4.13  -3.42
202310  -3.35  -4.22  -3.55  -4.18  -3.73  -3.63  -3.34  -2.94  -3.48  -8.13
202311   5.66   4.97   7.06   5.40   5.93   4.78   7.32   5.00   6.79   9.31
202312   2.99   2.92   3.77   3.16   3.62   2.53   3.41   3.07   3.77   3.65
202401   2.05   1.47   2.24   1.74   1.78   1.76   2.13   1.90   2.37  -1.55
202402   3.08   1.66   5.18   1.49   4.99   1.05   5.47   0.77   3.74   7.30
202403   3.84   5.98   2.05   5.35   3.15   5.07   2.43   5.09   3.09   1.76
202404  -1.04   0.72  -2.67   0.81  -2.58   0.80  -3.01   0.85  -2.52  -4.19
202405   2.44   3.63   2.18   2.57   3.10   2.29   2.51   3.06   2.56   5.16
202406  -0.91  -2.63   0.61  -2.44   0.52  -2.76   0.70  -2.05   0.27  -0.01
202407   1.30   2.54   0.36   1.87   0.79   1.95   0.32   2.84   1.09   0.17
202408   0.29  -1.68   1.24  -1.43   1.51  -0.93   1.34  -0.53   1.43  -0.86
202409   0.28   0.62  -0.07   0.98   0.11   0.54   0.31   0.70   0.37   0.23
202410  -1.45  -0.06  -2.72  -0.49  -1.70  -0.84  -2.27  -0.52  -2.12  -1.62
202411   0.58   0.98   0.47   0.58   0.64   0.25   0.59   0.18   0.58   0.80
202412   0.66   0.84   0.41   1.16   0.21   1.02   0.14   0.60   0.38   0.58
202501   4.24   4.43   4.88   3.70   5.35   3.46   5.28   3.56   4.92   5.98
202502   0.41   2.75  -1.86   2.63  -2.03   2.43  -2.00   2.96  -1.30  -3.11
202503  -2.30  -0.09  -5.18  -0.45  -4.45  -0.49  -5.06   0.57  -4.28  -5.16
202504   0.16  -1.36   1.46  -1.27   1.86  -1.55   2.01  -0.30   1.21   0.21
202505   4.79   5.40   5.42   5.04   5.06   4.86   5.16   4.33   5.38   7.37
202506   0.79   1.65   0.76   0.53   1.72   0.42   1.34   0.51   1.32   2.78
202507   1.70   4.45   0.31   4.03   0.39   3.71  -0.22   3.07   0.91   1.44
202508   2.41   3.72   0.38   3.58   0.71   3.54   0.04   3.60   0.30   2.74
202509   1.83   2.23   1.40   1.83   1.72   1.55   0.87   1.55   1.75   1.08
202510   3.07   1.78   3.78   2.42   4.56   2.45   3.67   1.63   3.60   2.66
202511   0.97   3.93  -1.66   3.64  -2.29   3.76  -2.09   3.78  -1.87  -3.69
202512   1.82   3.84  -0.27   3.61  -0.12   2.97  -0.31   3.07   1.02  -2.11

     Value-Weight Dollar Returns      All 4 Data Items Not Reqd
              -- BE/ME --   --- E/P ---   --- CE/P --   ------  Yld  -----
        Mkt   High    Low   High    Low   High    Low   High    Low   Zero
1975  35.95  38.36  29.16  44.39  29.02  39.54  34.41  33.13  32.38   6.90
1976   4.01   3.59   0.10  11.13   0.32   9.47   0.54   3.67   4.01  11.06
1977  18.25  26.96  11.11  24.02  13.14  27.49  13.17  33.04   8.98  24.71
1978  32.67  40.72  29.68  37.23  30.37  40.06  28.26  36.99  33.09  48.47
1979   9.46   9.30   9.04   8.05   9.53   2.28   6.19   5.20   9.36  30.15
1980  22.92  17.71  24.84  24.58  25.91  20.65  24.31  19.22  24.72   9.72
1981  -1.77   7.83  -7.19   3.81  -2.12   3.69  -6.31   2.91  -1.98 -10.93
1982  -2.64  -2.38  -1.67  -2.53  -3.45  -3.52  -1.99  -5.76   1.18 -12.87
1983  23.34  30.27  19.17  25.40  20.25  30.76  17.54  25.94  21.10  37.82
1984   6.17   6.62  -0.30   9.14  -0.91   3.66  -1.61  11.24  -5.90  -9.66
1985  52.32  51.09  52.70  48.38  50.79  54.58  41.71  56.45  46.80  84.36
1986  66.29  61.08  69.61  60.96  60.78  71.35  65.90  78.35  61.22  53.80
1987  25.83  34.09  23.03  27.14  23.29  22.41  17.03  31.69  21.73  43.58
1988  24.48  37.56  16.16  34.38  14.58  36.39   1.91  42.38  12.22  62.29
1989  11.06  17.86   7.40  13.89   9.26   8.51  13.33  13.41   6.26  22.27
1990 -21.82 -21.33 -23.80 -21.43 -23.50 -20.38 -22.85 -21.64 -22.03 -29.64
1991  12.09  10.31  11.21  11.12   9.08   9.94  11.68  12.11  12.23  13.63
1992 -12.87 -10.26 -13.16  -9.04 -15.63 -10.03 -13.17 -11.40 -14.07 -19.29
1993  30.63  45.48  22.80  38.35  26.58  42.99  20.50  38.93  24.71  26.88
1994   9.06  15.62   6.42   7.37   8.80  15.18  11.04   9.98   6.67  19.20
1995  10.86  10.35  13.04  16.09  11.75   9.40  10.56   9.90  12.97  -3.74
1996   7.53  10.43   5.34  12.96   2.82  11.11   6.77   8.08   4.46  -5.61
1997   3.56   2.65   4.42   7.52  -0.40   5.37   4.88   5.89   3.71  -7.14
1998  19.77  19.65  22.92  12.91  24.30  23.18  25.57  20.37  23.86  39.92
1999  31.57  31.50  30.14  26.59  34.83  39.89  34.31  17.58  33.71  56.98
2000 -13.48   1.92 -20.69   3.54 -21.56   3.15 -23.91   6.09 -22.32 -19.89
2001 -20.97 -14.42 -23.63  -6.72 -26.83 -10.72 -25.75  -7.97 -26.66 -35.68
2002 -13.37 -14.72 -14.00  -4.44 -19.10  -5.78 -18.50  -5.96 -17.12 -27.25
2003  40.43  68.83  33.87  45.92  36.49  45.73  34.48  48.73  34.60  68.15
2004  20.89  29.77  16.12  25.50  16.35  26.59  14.20  27.32  16.40  22.67
2005  14.09  14.46  12.72  14.59  15.31  13.82  13.85  12.39  15.88  21.81
2006  25.99  31.84  22.85  29.09  23.88  28.41  22.49  29.95  23.32  24.88
2007  12.29   7.93  17.06  10.36  14.29  20.83  13.28   9.56  18.72   6.81
2008 -42.66 -44.78 -42.95 -46.04 -42.57 -42.67 -42.73 -41.57 -43.12 -51.33
2009  33.71  52.66  20.27  54.08  15.90  51.85  21.15  50.25  24.77  40.58
2010  11.92  13.95  13.87  11.84  13.27  13.93  15.32  11.69  14.48  17.69
2011 -12.60 -17.15  -9.16  -9.98 -15.44 -10.89 -15.07  -5.78 -16.01 -24.91
2012  17.38  20.10  16.83  21.79  17.17  14.88  18.42  17.07  18.13  15.45
2013  22.58  22.84  23.15  22.19  23.77  22.17  21.33  25.13  20.62  31.14
2014  -3.96  -5.18  -3.92  -4.40  -5.24  -5.07  -4.06  -1.68  -5.03  -9.44
2015  -0.51  -4.24   4.50  -4.52   1.35  -4.10   4.22  -3.55   5.54  -2.16
2016   3.07   7.86  -1.27   7.17  -0.33   8.23  -1.19   8.78   0.94  -3.33
2017  26.77  26.74  27.20  27.20  30.70  25.68  29.51  22.84  31.07  26.04
2018 -13.74 -15.78 -11.90 -14.55 -12.49 -12.38 -11.41 -12.59 -13.28 -21.58
2019  21.98  17.09  29.11  20.78  27.57  18.57  28.44  19.29  25.34  17.81
2020  10.41  -3.26  23.01   1.44  19.80   1.81  20.72  -1.65  22.62  38.07
2021  12.48  18.84   9.58  18.69  13.33  18.60  10.00  16.62  13.01  -3.34
2022 -15.66  -5.85 -27.28  -8.26 -26.35  -6.22 -25.42  -3.79 -23.38 -35.62
2023  15.83  20.27  13.31  21.51  12.34  19.88  13.88  18.31  13.90   8.26
2024   3.89   7.07   1.71   4.75   4.81   2.63   3.20   5.87   4.15  -0.48
2025  32.17  48.38  21.03  45.09  19.78  42.88  18.47  43.26  22.78  38.05

     Value-Weight Local  Returns      All 4 Data Items Not Reqd
              -- BE/ME --   --- E/P ---   --- CE/P --   ------  Yld  -----
        Mkt   High    Low   High    Low   High    Low   High    Low   Zero
1975  45.15  47.52  37.89  54.04  37.82  49.39  43.23  42.20  41.20  12.10
1976   5.31   4.61   1.36  12.29   1.92  10.89   2.21   4.62   5.68  10.64
1977   6.68  14.10   0.54  12.32   1.62  14.60   2.04  19.97  -1.28  12.14
1978  17.06  24.21  14.31  21.14  14.96  23.72  13.22  20.78  17.31  31.93
1979  13.94  14.28  13.77  12.61  13.66   6.67  10.09   9.48  13.69  35.28
1980  19.29  13.70  21.60  20.99  22.02  15.77  20.29  15.39  21.16   6.11
1981  10.22  21.04   4.26  16.08  10.05  15.86   5.34  15.30   9.94   1.63
1982   7.29   7.24   8.53   7.13   6.64   6.19   8.32   3.74  11.47  -4.04
1983  30.79  38.69  26.19  33.19  27.48  39.02  24.25  33.71  28.36  46.61
1984  19.17  19.78  12.11  22.53  11.46  16.60  10.80  24.77   6.01   0.52
1985  26.88  26.06  27.02  24.05  25.33  29.10  18.06  30.31  22.25  51.73
1986  39.93  36.14  42.29  36.15  35.17  44.56  39.42  49.79  35.88  25.98
1987  -0.77   5.67  -3.03   0.22  -2.64  -3.18  -7.53   3.86  -3.96  13.27
1988  29.85  43.48  21.21  40.19  19.55  42.37   6.39  48.26  17.19  69.08
1989  21.60  29.21  17.45  24.92  19.43  18.34  24.15  24.39  16.06  34.53
1990 -28.66 -28.18 -30.50 -28.21 -30.29 -27.28 -29.70 -28.49 -28.89 -36.33
1991   9.04   7.24   8.37   8.12   6.27   7.09   8.85   9.03   9.31  10.14
1992  -5.84  -3.22  -6.05  -1.85  -8.83  -2.93  -6.22  -4.56  -7.18 -11.92
1993  29.01  44.24  21.15  37.24  24.98  41.42  19.01  37.56  23.03  26.54
1994  -0.62   5.28  -3.02  -2.16  -0.93   4.95   1.20   0.18  -2.81   8.43
1995   9.82   9.43  11.81  15.06  10.57   8.54   9.33   8.94  11.82  -4.49
1996  12.22  15.61   9.83  18.07   7.11  16.26  11.56  12.86   8.87  -1.22
1997  15.42  14.61  16.25  19.85  11.13  17.44  16.91  17.92  15.76   3.79
1998  12.70  12.13  15.91   6.04  17.00  15.64  18.14  12.99  16.76  32.32
1999  37.68  37.87  35.87  32.19  41.36  45.82  40.43  24.83  38.09  68.09
2000  -6.55  10.38 -14.42  12.14 -15.44  11.79 -17.98  14.85 -16.14 -13.10
2001 -15.76  -8.56 -18.67  -0.71 -22.02  -4.97 -20.86  -1.81 -21.81 -30.94
2002 -23.33 -24.63 -23.96 -15.28 -28.45 -16.49 -28.00 -16.74 -26.63 -35.50
2003  21.71  46.69  16.00  26.57  18.42  26.41  16.63  28.89  16.75  46.18
2004  13.25  21.65   8.75  17.56   9.03  18.53   7.01  19.26   9.06  14.98
2005  28.18  28.78  26.64  28.68  29.66  27.59  28.05  26.28  29.94  37.18
2006  16.79  22.00  13.79  19.87  14.71  19.26  13.39  20.65  14.13  14.99
2007   4.24   0.23   8.55   2.49   5.93  12.31   5.05   1.74  10.41  -1.08
2008 -39.70 -42.10 -40.01 -43.21 -39.57 -39.71 -39.82 -38.66 -40.12 -48.98
2009  27.53  45.85  14.56  47.11  10.38  44.95  15.44  43.44  19.02  33.95
2010   9.40  11.30  11.40   9.34  10.79  11.28  12.78   9.08  12.08  15.09
2011 -12.24 -16.91  -8.72  -9.63 -15.09 -10.55 -14.68  -5.44 -15.63 -24.66
2012  17.43  20.14  16.87  21.74  17.31  14.88  18.55  17.06  18.14  15.65
2013  27.33  27.48  28.05  26.86  28.62  26.84  26.14  29.90  25.38  36.32
2014   6.73   5.38   6.80   6.20   5.33   5.47   6.63   9.23   5.54   0.70
2015   6.72   2.69  12.19   2.44   8.66   2.89  11.80   3.39  13.28   5.00
2016   6.56  11.71   2.00  10.99   2.78  12.14   2.01  12.59   4.22  -0.16
2017  16.93  16.89  17.35  17.31  20.57  15.94  19.51  13.31  20.92  16.18
2018 -10.93 -13.06  -9.01 -11.78  -9.61  -9.51  -8.51  -9.76 -10.42 -19.04
2019  21.64  16.78  28.78  20.42  27.21  18.25  28.10  18.98  25.01  17.35
2020   3.72  -9.20  15.66  -4.71  12.61  -4.34  13.50  -7.60  15.24  29.61
2021  19.28  26.02  16.23  25.85  20.14  25.77  16.63  23.71  19.77   2.47
2022  -8.60   1.97 -21.13  -0.63 -20.13   1.60 -19.14   4.20 -16.93 -30.18
2023  14.66  19.11  12.15  20.34  11.17  18.73  12.68  17.15  12.71   7.21
2024  11.63  15.03   9.25  12.50  12.61  10.24  10.89  13.72  11.91   6.91
2025  21.87  36.76  11.64  33.74  10.49  31.69   9.27  32.03  13.22  27.29

     Value-Weight Dollar Returns      All 4 Data Items Required
              -- BE/ME --   --- E/P ---   --- CE/P --   ------  Yld  -----
        Mkt   High    Low   High    Low   High    Low   High    Low   Zero
1975  39.05  40.58  33.54  44.50  29.11  39.34  35.04  34.14  38.26 -10.82
1976   4.76   4.08  -1.55  12.66  -0.64   8.54  -0.31   5.47   5.03   6.98
1977  17.90  30.45   9.39  23.82  11.95  28.27  14.25  32.93   7.41  32.67
1978  33.13  39.98  31.10  35.83  29.84  39.16  27.66  35.86  32.61  44.85
1979   8.18   6.02   8.35   5.96   8.48   1.57   3.81   3.40   8.96  -6.07
1980  22.88  16.53  25.72  24.83  23.40  20.69  25.24  16.70  26.44   3.05
1981  -1.13  11.85  -7.08   2.98  -4.16   5.03  -6.24   2.98  -1.44   3.72
1982  -1.44  -1.38  -1.68  -2.26  -2.32  -3.85  -1.65  -6.94   5.50 -28.92
1983  24.66  31.65  19.82  30.77  21.20  30.89  17.39  29.02  23.27  33.49
1984  -1.07   4.00  -4.38   6.14  -1.96   2.90  -0.49   5.87  -7.13  -2.46
1985  47.20  53.79  42.57  43.56  44.41  54.87  41.64  60.06  39.87  73.93
1986  64.42  60.95  69.79  53.34  72.76  71.16  64.22  87.00  60.47  60.76
1987  18.26  33.68   9.91  22.37  21.29  22.53  16.40  22.99  14.72  51.82
1988  15.45  34.12   3.78  32.66   2.41  38.23   1.97  37.16  -0.67  20.77
1989   7.60  12.71   2.78  10.38   3.89   8.85  13.05  15.09   2.19  35.86
1990 -20.12 -18.48 -21.13 -20.07 -21.11 -20.50 -22.64 -19.34 -20.12 -40.25
1991  11.10  11.37   9.94  10.09   9.43  10.32  11.70  13.58   9.40   8.45
1992 -10.88  -8.17 -12.84  -7.28 -13.67 -10.26 -13.18 -11.32 -12.08 -28.20
1993  29.55  39.71  22.11  36.90  29.06  42.19  19.73  35.22  23.34  27.72
1994  11.35  17.23   9.06   9.61  14.73  14.07  10.08  10.88  12.42  -3.05
1995  11.62  10.31  13.37  13.44  10.87   9.65  11.93  10.63  11.75 -10.05
1996  11.97  14.69  11.14  11.46   8.94  11.14   7.74   8.82  12.05  -3.24
1997   3.58  -0.03   7.51   3.20   2.18   4.59   7.08  -2.88   9.18 -18.27
1998  19.54  17.14  25.72   9.71  24.57  21.47  25.94  16.35  26.46   6.61
1999  34.83  25.90  35.96  36.36  41.93  40.93  34.15  19.85  38.45  48.90
2000 -17.24   2.60 -24.61   0.57 -24.42   2.10 -23.11   4.64 -25.33 -11.37
2001 -20.06  -9.81 -23.38  -6.60 -26.36  -9.07 -23.19  -6.75 -26.92 -28.65
2002 -11.23  -9.10 -13.22  -1.68 -17.55  -6.14 -16.98  -1.56 -15.61 -26.98
2003  36.14  52.42  33.15  48.30  36.81  47.36  32.97  45.81  32.24  70.43
2004  20.38  31.45  15.31  28.24  16.38  27.32  15.25  28.09  15.28  24.27
2005  13.27  13.38  10.91  14.89  15.18  13.37  13.39  11.39  14.67  23.04
2006  27.15  38.72  23.98  32.03  24.03  29.81  22.75  29.80  25.15  20.26
2007  17.69  13.21  17.59  19.88  15.55  21.14  13.35  16.17  20.78   7.78
2008 -42.25 -43.97 -42.13 -46.81 -41.74 -42.34 -42.98 -41.44 -43.32 -49.33
2009  33.74  53.15  19.87  53.56  15.37  51.51  20.71  50.03  26.15  35.42
2010  11.92  12.34  14.41  12.25  12.68  13.64  14.97  11.28  15.61  20.02
2011 -11.02 -15.81  -7.10 -10.27 -15.97  -9.84 -12.53  -4.86 -14.99 -21.28
2012  17.94  20.08  18.39  21.55  17.34  15.79  18.96  16.46  18.06  16.67
2013  21.98  21.37  23.36  22.22  23.72  22.22  20.54  24.03  21.01  38.28
2014  -3.52  -5.24  -3.66  -4.27  -5.14  -5.32  -2.86  -1.43  -5.10 -12.03
2015   0.37  -3.44   5.01  -3.45   1.97  -4.56   5.68  -2.78   6.54   0.82
2016   2.78   6.68  -1.15   6.86   0.42   8.07  -1.34   8.37   0.45  -5.37
2017  26.94  26.10  28.56  27.54  30.07  26.35  30.54  22.85  31.45  26.85
2018 -12.96 -14.99 -11.18 -14.37 -12.29 -12.14 -10.88 -12.76 -12.51 -17.17
2019  22.10  16.63  29.08  20.36  27.18  18.51  28.65  18.93  25.52  18.40
2020   9.42  -4.04  20.70   1.52  20.60   2.13  21.17  -2.38  23.20  29.23
2021  13.33  18.44  11.38  17.92  13.03  18.46  11.40  16.55  13.27  -3.06
2022 -16.51  -8.25 -26.56  -7.72 -26.92  -6.74 -26.46  -6.39 -26.02 -34.45
2023  16.42  20.56  14.48  20.69  11.87  20.41  14.74  19.33  13.86  12.66
2024   3.68   6.62   1.73   4.78   5.05   2.71   3.09   5.53   3.76  -0.06
2025  31.68  49.37  18.37  44.41  21.97  41.42  17.50  43.20  22.69  18.98

     Value-Weight Local  Returns      All 4 Data Items Required
              -- BE/ME --   --- E/P ---   --- CE/P --   ------  Yld  -----
        Mkt   High    Low   High    Low   High    Low   High    Low   Zero
1975  48.47  49.98  42.43  54.25  37.91  49.18  43.86  43.44  47.40  -7.44
1976   6.19   5.30  -0.03  13.86   1.30   9.92   1.43   6.51   6.98   5.24
1977   6.41  17.18  -0.99  11.95   0.38  15.19   3.05  19.77  -2.74  16.36
1978  17.39  23.50  15.46  19.88  14.50  22.94  12.72  19.71  16.83  25.40
1979  12.48  10.84  13.33  10.62  12.68   5.93   7.59   7.65  13.22   2.36
1980  18.98  12.35  22.15  20.76  19.48  15.81  21.22  12.47  21.90   0.45
1981  10.81  25.42   4.28  14.86   7.76  17.43   5.41  15.45  10.47  14.82
1982   8.67   8.52   8.69   7.47   7.92   5.83   8.72   2.39  16.21 -19.68
1983  31.97  39.77  26.33  38.86  27.92  38.94  24.01  36.88  30.39  51.12
1984  11.40  17.06   7.75  19.42  10.37  15.81  12.02  19.01   4.74  10.03
1985  22.76  28.18  18.76  20.30  20.17  29.27  17.93  33.11  16.60  46.24
1986  38.41  36.06  42.31  30.09  44.56  44.34  38.06  56.65  35.14  31.57
1987  -6.50   5.52 -12.97  -3.36  -4.04  -3.06  -8.06  -2.70  -9.29  18.65
1988  20.55  40.04   8.37  38.53   6.92  44.26   6.43  43.05   3.85  27.56
1989  17.60  23.28  12.16  20.94  13.07  18.76  23.81  26.29  11.33  33.02
1990 -27.06 -25.53 -27.97 -26.89 -28.04 -27.38 -29.51 -26.40 -27.07 -45.39
1991   8.21   8.45   7.26   7.14   6.63   7.47   8.87  10.36   6.79   4.69
1992  -3.79  -0.99  -5.78   0.10  -6.84  -3.25  -6.25  -4.49  -5.15 -17.47
1993  27.80  37.99  20.41  35.37  27.11  40.60  18.14  33.66  21.74  27.80
1994   1.47   6.83  -0.66  -0.07   4.50   3.93   0.30   1.04   2.39 -11.19
1995  10.52   9.60  12.04  12.59   9.63   8.76  10.65   9.66  10.45 -10.85
1996  17.25  20.37  16.34  16.68  13.90  16.28  12.57  13.85  17.36   1.62
1997  15.39  11.45  19.69  14.89  13.97  16.59  19.39   7.93  21.82  -8.62
1998  12.43   9.74  18.51   2.95  17.26  14.04  18.48   8.78  19.16   0.26
1999  41.42  32.82  41.63  42.20  48.82  47.04  40.03  27.88  43.56  61.47
2000 -10.66  11.26 -18.70   8.96 -18.56  10.64 -17.12  13.40 -19.45  -4.00
2001 -14.78  -3.60 -18.40  -0.55 -21.55  -3.04 -18.20  -0.58 -22.06 -23.92
2002 -21.50 -19.62 -23.26 -12.76 -27.15 -16.77 -26.70 -12.76 -25.37 -35.16
2003  17.99  32.21  15.39  28.78  18.67  27.95  15.29  26.39  14.72  48.57
2004  12.78  23.17   8.01  20.13   9.04  19.22   7.99  19.99   8.00  16.45
2005  27.21  27.50  24.52  28.89  29.52  27.05  27.50  25.19  28.45  38.63
2006  17.95  28.22  14.94  22.65  14.87  20.55  13.72  20.41  15.88  10.72
2007   9.28   5.14   9.00  11.42   7.12  12.62   5.13   7.92  12.26  -0.46
2008 -39.49 -41.46 -39.34 -44.26 -38.93 -39.59 -40.34 -38.77 -40.57 -46.99
2009  27.69  46.43  14.30  46.76   9.97  44.78  15.12  43.37  20.49  29.08
2010  10.06  10.39  12.63  10.39  10.86  11.69  13.13   9.38  13.81  18.05
2011 -10.67 -15.57  -6.66  -9.94 -15.63  -9.49 -12.13  -4.53 -14.61 -21.03
2012  18.08  20.18  18.54  21.59  17.57  15.89  19.16  16.53  18.17  16.88
2013  26.69  25.95  28.24  26.88  28.54  26.88  25.28  28.73  25.78  43.86
2014   7.26   5.34   7.12   6.39   5.50   5.25   8.00   9.56   5.51  -2.16
2015   7.42   3.32  12.48   3.36   9.13   2.17  13.11   3.99  14.09   7.91
2016   6.23  10.45   2.10  10.63   3.54  11.94   1.82  12.16   3.69  -2.41
2017  17.13  16.33  18.66  17.66  20.04  16.59  20.49  13.35  21.34  16.92
2018 -10.26 -12.38  -8.40 -11.73  -9.54  -9.40  -8.10 -10.07  -9.75 -14.61
2019  21.82  16.37  28.84  20.05  26.88  18.24  28.37  18.68  25.25  18.07
2020   2.78  -9.94  13.48  -4.65  13.34  -4.07  13.90  -8.30  15.75  21.30
2021  20.34  25.77  18.28  25.21  20.00  25.80  18.27  23.80  20.22   2.88
2022  -9.46  -0.57 -20.29   0.02 -20.68   1.10 -20.19   1.44 -19.71 -28.86
2023  15.26  19.41  13.32  19.54  10.72  19.27  13.56  18.18  12.68  11.59
2024  11.53  14.69   9.42  12.67  13.00  10.46  10.89  13.48  11.61   7.52
2025  21.56  37.81   9.30  33.28  12.65  30.50   8.52  32.14  13.28   9.81

      Value-Weight Ratios      All 4 Data Items Not Required
               -- BE/ME --   --- E/P ---   --- CE/P --   --- Yld ---
         Mkt   High    Low   High    Low   High    Low   High    Low
  1975   1.05   1.88   0.57   0.23   0.07   0.51   0.14   8.70   3.36
  1976   0.79   1.49   0.43   0.13   0.05   0.38   0.10   6.89   2.34
  1977   0.83   1.55   0.49   0.14   0.05   0.35   0.11   7.16   2.20
  1978   0.85   1.63   0.46   0.15   0.05   0.38   0.11   6.64   2.31
  1979   0.80   1.40   0.43   0.14   0.05   0.35   0.10   6.25   2.29
  1980   0.82   1.57   0.46   0.16   0.06   0.37   0.12   7.07   2.52
  1981   0.78   1.69   0.42   0.18   0.05   0.39   0.11   7.05   2.36
  1982   0.77   1.59   0.40   0.15   0.05   0.36   0.09   6.64   2.08
  1983   0.81   1.76   0.42   0.14   0.04   0.38   0.09   6.62   1.94
  1984   0.66   1.24   0.34   0.11   0.03   0.28   0.07   5.10   1.56
